# STATION: G3425
# STATION NAME: GW3425 SAN MARCOS
# LATITUDE: 29.89283
# LONGITUDE: -97.93133
# ELEVATION [ft]: 603.0
# STATE: TX
Station_ID, Date_Time, altimeter_set_1,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,solar_radiation_set_1,precip_accum_24_hour_set_1,precip_accum_since_local_midnight_set_1,wind_chill_set_1d,wind_cardinal_direction_set_1d,heat_index_set_1d,dew_point_temperature_set_1d,pressure_set_1d,sea_level_pressure_set_1d
,,INHG,Fahrenheit,%,Miles/hour,Degrees,Miles/hour,W/m**2,Inches,Inches,Fahrenheit,code,Fahrenheit,Fahrenheit,INHG,INHG
G3425,05/27/2023 16:38 CDT,30.01,85.0,54.0,1.0,180.0,1.0,302.0,0.0,0.0,,S,87.5,66.52,29.36,29.98
G3425,05/27/2023 16:48 CDT,30.0,85.0,56.0,3.0,90.0,5.0,371.0,0.0,0.0,,E,88.06,67.57,29.35,29.97
G3425,05/27/2023 16:58 CDT,30.0,85.0,56.0,2.0,68.0,5.0,497.0,0.0,0.0,,ENE,88.06,67.57,29.35,29.97
G3425,05/27/2023 17:08 CDT,30.0,85.0,55.0,4.0,90.0,8.0,210.0,0.0,0.0,,E,87.77,67.05,29.35,29.97
G3425,05/27/2023 17:18 CDT,29.99,85.0,55.0,2.0,135.0,4.0,496.0,0.0,0.0,,SE,87.77,67.05,29.34,29.96
G3425,05/27/2023 17:28 CDT,30.0,86.0,55.0,3.0,158.0,5.0,411.0,0.0,0.0,,SSE,89.4,67.98,29.35,29.96
G3425,05/27/2023 17:38 CDT,29.99,86.0,52.0,1.0,90.0,1.0,420.0,0.0,0.0,,E,88.47,66.36,29.34,29.95
G3425,05/27/2023 17:48 CDT,29.99,86.0,53.0,4.0,158.0,5.99,209.0,0.0,0.0,,SSE,88.77,66.91,29.34,29.95
G3425,05/27/2023 17:58 CDT,29.99,85.0,54.0,2.0,90.0,3.0,109.0,0.0,0.0,,E,87.5,66.52,29.34,29.96
G3425,05/27/2023 18:08 CDT,29.98,84.0,55.0,4.0,113.0,7.0,90.0,0.0,0.0,,ESE,86.26,66.11,29.33,29.95
G3425,05/27/2023 18:18 CDT,29.98,83.0,55.0,2.0,90.0,3.0,86.0,0.0,0.0,,E,84.85,65.18,29.33,29.95
G3425,05/27/2023 18:28 CDT,29.98,83.0,56.0,1.0,45.0,3.0,97.0,0.0,0.0,,NE,85.06,65.7,29.33,29.95
G3425,05/27/2023 18:38 CDT,29.98,83.0,58.0,0.0,,1.0,65.0,0.0,0.0,,,85.48,66.71,29.33,29.95
G3425,05/27/2023 18:48 CDT,29.99,83.0,58.0,4.0,68.0,5.0,72.0,0.0,0.0,,ENE,85.48,66.71,29.34,29.96
G3425,05/27/2023 18:58 CDT,29.98,83.0,59.0,3.0,45.0,5.0,58.0,0.0,0.0,,NE,85.69,67.2,29.33,29.95
G3425,05/27/2023 19:08 CDT,29.98,83.0,60.0,1.0,113.0,2.0,79.0,0.0,0.0,,ESE,85.92,67.69,29.33,29.95
G3425,05/27/2023 19:18 CDT,29.97,82.0,59.0,2.0,45.0,4.0,76.0,0.0,0.0,,NE,84.25,66.26,29.32,29.94
G3425,05/27/2023 19:28 CDT,29.97,82.0,59.0,2.0,90.0,4.0,67.0,0.0,0.0,,E,84.25,66.26,29.32,29.94
G3425,05/27/2023 19:38 CDT,29.97,82.0,58.0,1.0,113.0,3.0,47.0,0.0,0.0,,ESE,84.07,65.77,29.32,29.94
G3425,05/27/2023 19:48 CDT,29.97,82.0,59.0,0.0,,1.0,28.0,0.0,0.0,,,84.25,66.26,29.32,29.94
G3425,05/27/2023 19:58 CDT,29.97,81.0,60.0,0.0,,0.0,14.0,0.0,0.0,,,83.06,65.8,29.32,29.94
G3425,05/27/2023 20:08 CDT,29.97,81.0,61.0,0.0,,1.0,11.0,0.0,0.0,,,83.21,66.28,29.32,29.94
G3425,05/27/2023 20:18 CDT,29.98,81.0,62.0,0.0,,0.0,0.0,0.0,0.0,,,83.35,66.75,29.33,29.95
G3425,05/27/2023 20:28 CDT,29.97,80.0,64.0,0.0,,1.0,0.0,0.0,0.0,,,,66.72,29.32,29.94
G3425,05/27/2023 20:38 CDT,29.98,80.0,65.0,0.0,,0.0,0.0,0.0,0.0,,,,67.17,29.33,29.95
G3425,05/27/2023 20:48 CDT,29.98,79.0,65.0,0.0,,1.0,0.0,0.0,0.0,,,,66.21,29.33,29.95
G3425,05/27/2023 20:58 CDT,29.98,79.0,66.0,0.0,,1.0,0.0,0.0,0.0,,,,66.66,29.33,29.95
G3425,05/27/2023 21:08 CDT,29.98,78.0,67.0,0.0,,0.0,0.0,0.0,0.0,,,,66.13,29.33,29.95
G3425,05/27/2023 21:18 CDT,29.98,78.0,68.0,0.0,,0.0,0.0,0.0,0.0,,,,66.56,29.33,29.95
G3425,05/27/2023 21:28 CDT,29.98,77.0,69.0,0.0,,0.0,0.0,0.0,0.0,,,,66.03,29.33,29.96
G3425,05/27/2023 21:38 CDT,29.99,77.0,70.0,0.0,,0.0,0.0,0.0,0.0,,,,66.44,29.34,29.97
G3425,05/27/2023 21:48 CDT,30.01,77.0,70.0,0.0,,0.0,0.0,0.0,0.0,,,,66.44,29.36,29.99
G3425,05/27/2023 21:58 CDT,30.0,77.0,71.0,0.0,,0.0,0.0,0.0,0.0,,,,66.85,29.35,29.98
G3425,05/27/2023 22:08 CDT,30.01,76.0,71.0,0.0,,0.0,0.0,0.0,0.0,,,,65.89,29.36,29.99
G3425,05/27/2023 22:18 CDT,30.01,76.0,72.0,0.0,,0.0,0.0,0.0,0.0,,,,66.3,29.36,29.99
G3425,05/27/2023 22:28 CDT,30.01,76.0,73.0,0.0,,0.0,0.0,0.0,0.0,,,,66.7,29.36,29.99
G3425,05/27/2023 22:38 CDT,30.02,76.0,74.0,0.0,,0.0,0.0,0.0,0.0,,,,67.09,29.37,30.0
G3425,05/27/2023 22:48 CDT,30.03,75.0,74.0,0.0,,0.0,0.0,0.0,0.0,,,,66.12,29.38,30.01
G3425,05/27/2023 22:58 CDT,30.04,76.0,75.0,0.0,,0.0,0.0,0.0,0.0,,,,67.48,29.39,30.02
G3425,05/27/2023 23:08 CDT,30.04,76.0,75.0,0.0,,0.0,0.0,0.0,0.0,,,,67.48,29.39,30.02
G3425,05/27/2023 23:18 CDT,30.04,76.0,75.0,0.0,,0.0,0.0,0.0,0.0,,,,67.48,29.39,30.02
G3425,05/27/2023 23:28 CDT,30.05,76.0,75.0,0.0,,0.0,0.0,0.0,0.0,,,,67.48,29.4,30.03
G3425,05/27/2023 23:38 CDT,30.05,76.0,76.0,0.0,,1.0,0.0,0.0,0.0,,,,67.87,29.4,30.03
G3425,05/27/2023 23:48 CDT,30.06,75.0,76.0,1.0,248.0,2.0,0.0,0.0,0.0,,WSW,,66.9,29.41,30.04
G3425,05/27/2023 23:58 CDT,30.06,75.0,75.0,1.0,225.0,2.0,0.0,0.0,0.0,,SW,,66.51,29.41,30.04
G3425,05/28/2023 00:08 CDT,30.06,75.0,75.0,1.0,225.0,2.0,0.0,0.0,0.0,,SW,,66.51,29.41,30.04
G3425,05/28/2023 00:18 CDT,30.06,75.0,76.0,1.0,225.0,2.0,0.0,0.0,0.0,,SW,,66.9,29.41,30.04
G3425,05/28/2023 00:28 CDT,30.05,74.0,76.0,0.0,,1.0,0.0,0.0,0.0,,,,65.93,29.4,30.03
G3425,05/28/2023 00:38 CDT,30.05,74.0,76.0,1.0,270.0,2.0,0.0,0.0,0.0,,W,,65.93,29.4,30.03
G3425,05/28/2023 00:48 CDT,30.05,74.0,77.0,0.0,,1.0,0.0,0.0,0.0,,,,66.31,29.4,30.03
G3425,05/28/2023 00:58 CDT,30.05,74.0,77.0,0.0,,1.0,0.0,0.0,0.0,,,,66.31,29.4,30.03
G3425,05/28/2023 01:08 CDT,30.05,74.0,78.0,0.0,,1.0,0.0,0.0,0.0,,,,66.68,29.4,30.03
G3425,05/28/2023 01:18 CDT,30.05,74.0,78.0,1.0,158.0,2.0,0.0,0.0,0.0,,SSE,,66.68,29.4,30.03
G3425,05/28/2023 01:28 CDT,30.04,74.0,78.0,1.0,90.0,2.0,0.0,0.0,0.0,,E,,66.68,29.39,30.02
G3425,05/28/2023 01:38 CDT,30.03,74.0,78.0,0.0,,1.0,0.0,0.0,0.0,,,,66.68,29.38,30.01
G3425,05/28/2023 01:48 CDT,30.03,73.0,78.0,1.0,90.0,2.0,0.0,0.0,0.0,,E,,65.71,29.38,30.01
G3425,05/28/2023 01:58 CDT,30.03,73.0,78.0,1.0,158.0,2.0,0.0,0.0,0.0,,SSE,,65.71,29.38,30.01
G3425,05/28/2023 02:08 CDT,30.03,73.0,79.0,0.0,,1.0,0.0,0.0,0.0,,,,66.08,29.38,30.01
G3425,05/28/2023 02:18 CDT,30.03,73.0,80.0,1.0,225.0,2.0,0.0,0.0,0.0,,SW,,66.44,29.38,30.01
G3425,05/28/2023 02:28 CDT,30.03,73.0,80.0,2.0,90.0,3.0,0.0,0.0,0.0,,E,,66.44,29.38,30.01
G3425,05/28/2023 02:38 CDT,30.03,72.0,81.0,1.0,225.0,2.0,0.0,0.0,0.0,,SW,,65.82,29.38,30.01
G3425,05/28/2023 02:48 CDT,30.03,72.0,81.0,0.0,,0.0,0.0,0.0,0.0,,,,65.82,29.38,30.01
G3425,05/28/2023 02:58 CDT,30.02,72.0,82.0,0.0,,0.0,0.0,0.0,0.0,,,,66.18,29.37,30.0
G3425,05/28/2023 03:08 CDT,30.02,71.0,83.0,0.0,,0.0,0.0,0.0,0.0,,,,65.55,29.37,30.0
G3425,05/28/2023 03:18 CDT,30.02,71.0,84.0,0.0,,0.0,0.0,0.0,0.0,,,,65.9,29.37,30.0
G3425,05/28/2023 03:28 CDT,30.01,71.0,84.0,0.0,,0.0,0.0,0.0,0.0,,,,65.9,29.36,29.99
G3425,05/28/2023 03:38 CDT,30.01,70.0,85.0,0.0,,0.0,0.0,0.0,0.0,,,,65.26,29.36,29.99
G3425,05/28/2023 03:48 CDT,30.01,70.0,86.0,0.0,,0.0,0.0,0.0,0.0,,,,65.6,29.36,29.99
G3425,05/28/2023 03:58 CDT,30.01,70.0,86.0,0.0,,0.0,0.0,0.0,0.0,,,,65.6,29.36,29.99
G3425,05/28/2023 04:08 CDT,30.01,70.0,87.0,0.0,,0.0,0.0,0.0,0.0,,,,65.93,29.36,29.99
G3425,05/28/2023 04:18 CDT,30.01,70.0,87.0,0.0,,0.0,0.0,0.0,0.0,,,,65.93,29.36,29.99
G3425,05/28/2023 04:28 CDT,30.01,70.0,87.0,0.0,,0.0,0.0,0.0,0.0,,,,65.93,29.36,29.99
G3425,05/28/2023 04:38 CDT,30.01,70.0,87.0,0.0,,0.0,0.0,0.0,0.0,,,,65.93,29.36,29.99
G3425,05/28/2023 04:48 CDT,30.01,70.0,87.0,0.0,,0.0,0.0,0.0,0.0,,,,65.93,29.36,29.99
G3425,05/28/2023 04:58 CDT,30.01,71.0,86.0,0.0,,0.0,0.0,0.0,0.0,,,,66.58,29.36,29.99
G3425,05/28/2023 05:08 CDT,30.01,71.0,85.0,0.0,,0.0,0.0,0.0,0.0,,,,66.24,29.36,29.99
G3425,05/28/2023 05:18 CDT,30.01,71.0,85.0,0.0,,0.0,0.0,0.0,0.0,,,,66.24,29.36,29.99
G3425,05/28/2023 05:28 CDT,30.0,71.0,85.0,0.0,,0.0,0.0,0.0,0.0,,,,66.24,29.35,29.98
G3425,05/28/2023 05:38 CDT,30.0,71.0,86.0,0.0,,0.0,0.0,0.0,0.0,,,,66.58,29.35,29.98
G3425,05/28/2023 05:48 CDT,30.0,71.0,86.0,0.0,,0.0,0.0,0.0,0.0,,,,66.58,29.35,29.98
G3425,05/28/2023 05:58 CDT,29.99,70.0,87.0,0.0,,0.0,0.0,0.0,0.0,,,,65.93,29.34,29.97
G3425,05/28/2023 06:08 CDT,29.98,70.0,87.0,0.0,,0.0,0.0,0.0,0.0,,,,65.93,29.33,29.96
G3425,05/28/2023 06:18 CDT,29.98,70.0,87.0,0.0,,0.0,0.0,0.0,0.0,,,,65.93,29.33,29.96
G3425,05/28/2023 06:28 CDT,29.98,70.0,88.0,0.0,,0.0,5.0,0.0,0.0,,,,66.26,29.33,29.96
G3425,05/28/2023 06:38 CDT,29.98,70.0,88.0,0.0,,0.0,5.0,0.0,0.0,,,,66.26,29.33,29.96
G3425,05/28/2023 06:48 CDT,29.98,70.0,89.0,0.0,,0.0,9.0,0.0,0.0,,,,66.59,29.33,29.96
G3425,05/28/2023 06:58 CDT,29.98,69.0,89.0,0.0,,0.0,16.0,0.0,0.0,,,,65.6,29.33,29.96
G3425,05/28/2023 07:08 CDT,29.97,69.0,89.0,0.0,,0.0,23.0,0.0,0.0,,,,65.6,29.32,29.95
G3425,05/28/2023 07:19 CDT,29.97,70.0,89.0,0.0,,0.0,33.0,0.0,0.0,,,,66.59,29.32,29.95
G3425,05/28/2023 07:28 CDT,29.97,70.0,88.0,1.0,135.0,3.0,47.0,0.0,0.0,,SE,,66.26,29.32,29.95
G3425,05/28/2023 07:38 CDT,29.97,70.0,88.0,0.0,,1.0,69.0,0.0,0.0,,,,66.26,29.32,29.95
G3425,05/28/2023 07:48 CDT,29.97,70.0,88.0,1.0,90.0,3.0,74.0,0.0,0.0,,E,,66.26,29.32,29.95
G3425,05/28/2023 07:58 CDT,29.97,70.0,88.0,2.0,90.0,4.0,79.0,0.0,0.0,,E,,66.26,29.32,29.95
G3425,05/28/2023 08:08 CDT,29.98,70.0,88.0,2.0,180.0,3.0,86.0,0.0,0.0,,S,,66.26,29.33,29.96
G3425,05/28/2023 08:18 CDT,29.98,71.0,87.0,1.0,113.0,2.0,98.0,0.0,0.0,,ESE,,66.92,29.33,29.96
G3425,05/28/2023 08:28 CDT,29.98,71.0,87.0,0.0,,1.0,109.0,0.0,0.0,,,,66.92,29.33,29.96
G3425,05/28/2023 08:38 CDT,29.98,72.0,86.0,2.0,90.0,3.0,134.0,0.0,0.0,,E,,67.56,29.33,29.96
G3425,05/28/2023 08:48 CDT,29.98,72.0,85.0,2.0,90.0,3.0,155.0,0.0,0.0,,E,,67.22,29.33,29.96
G3425,05/28/2023 08:58 CDT,29.98,73.0,85.0,3.0,135.0,5.0,167.0,0.0,0.0,,SE,,68.2,29.33,29.96
G3425,05/28/2023 09:08 CDT,29.98,73.0,84.0,3.0,135.0,5.0,186.0,0.0,0.0,,SE,,67.86,29.33,29.96
G3425,05/28/2023 09:18 CDT,29.98,74.0,83.0,2.0,113.0,3.0,223.0,0.0,0.0,,ESE,,68.49,29.33,29.96
G3425,05/28/2023 09:28 CDT,29.98,74.0,82.0,2.0,113.0,5.0,285.0,0.0,0.0,,ESE,,68.13,29.33,29.96
G3425,05/28/2023 09:38 CDT,30.0,75.0,81.0,2.0,113.0,4.0,332.0,0.0,0.0,,ESE,,68.75,29.35,29.98
G3425,05/28/2023 09:48 CDT,30.0,76.0,80.0,3.0,180.0,5.99,383.0,0.0,0.0,,S,,69.37,29.35,29.98
G3425,05/28/2023 09:58 CDT,30.01,77.0,77.0,3.0,135.0,5.0,366.0,0.0,0.0,,SE,,69.22,29.36,29.99
G3425,05/28/2023 10:08 CDT,30.01,78.0,77.0,2.0,113.0,5.0,338.0,0.0,0.0,,ESE,,70.19,29.36,29.98
G3425,05/28/2023 10:18 CDT,30.01,78.0,75.0,3.0,158.0,5.0,345.0,0.0,0.0,,SSE,,69.42,29.36,29.98
G3425,05/28/2023 10:28 CDT,30.01,78.0,76.0,3.0,113.0,4.0,381.0,0.0,0.0,,ESE,,69.81,29.36,29.98
G3425,05/28/2023 10:38 CDT,30.02,78.0,76.0,2.0,180.0,4.0,454.0,0.0,0.0,,S,,69.81,29.37,29.99
G3425,05/28/2023 10:48 CDT,30.02,79.0,74.0,1.0,158.0,3.0,500.0,0.0,0.0,,SSE,,69.99,29.37,29.99
G3425,05/28/2023 10:58 CDT,30.02,80.0,71.0,2.0,113.0,5.0,550.0,0.0,0.0,,ESE,,69.74,29.37,29.99
G3425,05/28/2023 11:08 CDT,30.02,80.0,69.0,2.0,270.0,4.0,578.0,0.0,0.0,,W,,68.9,29.37,29.99
G3425,05/28/2023 11:18 CDT,30.02,80.0,70.0,5.99,225.0,9.0,330.0,0.0,0.0,,SW,,69.33,29.37,29.99
G3425,05/28/2023 11:28 CDT,30.03,80.0,70.0,4.0,203.0,7.0,466.0,0.0,0.0,,SSW,,69.33,29.38,30.0
G3425,05/28/2023 11:38 CDT,30.03,80.0,68.0,5.0,225.0,9.0,418.0,0.0,0.0,,SW,,68.48,29.38,30.0
G3425,05/28/2023 11:48 CDT,30.03,80.0,66.0,4.0,135.0,8.0,635.0,0.0,0.0,,SE,,67.61,29.38,30.0
G3425,05/28/2023 11:58 CDT,30.03,81.0,67.0,3.0,225.0,5.99,617.0,0.0,0.0,,SW,84.13,69.0,29.38,30.0
G3425,05/28/2023 12:08 CDT,30.02,82.0,66.0,3.0,113.0,5.0,693.0,0.0,0.0,,ESE,85.59,69.52,29.37,29.99
G3425,05/28/2023 12:18 CDT,30.02,81.0,63.0,4.0,225.0,8.0,244.0,0.0,0.0,,SW,83.5,67.21,29.37,29.99
G3425,05/28/2023 12:28 CDT,30.02,80.0,65.0,2.0,158.0,4.0,285.0,0.0,0.0,,SSE,,67.17,29.37,29.99
G3425,05/28/2023 12:38 CDT,30.01,81.0,65.0,2.0,203.0,5.0,388.0,0.0,0.0,,SSW,83.81,68.12,29.36,29.98
G3425,05/28/2023 12:48 CDT,30.01,82.0,64.0,3.0,135.0,5.0,949.0,0.0,0.0,,SE,85.19,68.62,29.36,29.98
G3425,05/28/2023 12:58 CDT,30.01,83.0,63.0,3.0,203.0,4.0,383.0,0.0,0.0,,SSW,86.61,69.11,29.36,29.98
G3425,05/28/2023 13:08 CDT,30.01,82.0,62.0,4.0,248.0,7.0,935.0,0.0,0.0,,WSW,84.8,67.7,29.36,29.98
G3425,05/28/2023 13:18 CDT,30.01,83.0,62.0,2.0,158.0,4.0,1065.0,0.0,0.0,,SSE,86.37,68.64,29.36,29.98
G3425,05/28/2023 13:28 CDT,30.01,84.0,58.0,4.0,135.0,5.0,443.0,0.0,0.0,,SE,87.0,67.65,29.36,29.98
G3425,05/28/2023 13:38 CDT,30.0,83.0,59.0,4.0,135.0,5.99,689.0,0.0,0.0,,SE,85.69,67.2,29.35,29.97
G3425,05/28/2023 13:48 CDT,29.99,83.0,61.0,2.0,225.0,3.0,540.0,0.0,0.0,,SW,86.14,68.17,29.34,29.96
G3425,05/28/2023 13:58 CDT,29.98,83.0,61.0,2.0,158.0,2.0,497.0,0.0,0.0,,SSE,86.14,68.17,29.33,29.95
G3425,05/28/2023 14:08 CDT,29.98,82.0,61.0,1.0,203.0,2.0,369.0,0.0,0.0,,SSW,84.61,67.22,29.33,29.95
G3425,05/28/2023 14:18 CDT,29.98,82.0,60.0,5.0,135.0,7.0,338.0,0.0,0.0,,SE,84.43,66.75,29.33,29.95
G3425,05/28/2023 14:28 CDT,29.98,81.0,61.0,2.0,135.0,4.0,287.0,0.0,0.0,,SE,83.21,66.28,29.33,29.95
G3425,05/28/2023 14:38 CDT,29.98,82.0,63.0,1.0,225.0,2.0,436.0,0.0,0.0,,SW,84.99,68.16,29.33,29.95
G3425,05/28/2023 14:48 CDT,29.98,82.0,61.0,2.0,158.0,3.0,343.0,0.0,0.0,,SSE,84.61,67.22,29.33,29.95
G3425,05/28/2023 14:58 CDT,29.98,82.0,62.0,3.0,158.0,5.0,327.0,0.0,0.0,,SSE,84.8,67.7,29.33,29.95
G3425,05/28/2023 15:08 CDT,29.98,82.0,64.0,1.0,135.0,2.0,255.0,0.0,0.0,,SE,85.19,68.62,29.33,29.95
G3425,05/28/2023 15:18 CDT,29.98,81.0,62.0,1.0,203.0,4.0,227.0,0.0,0.0,,SSW,83.35,66.75,29.33,29.95
G3425,05/28/2023 15:28 CDT,29.98,81.0,64.0,3.0,180.0,5.99,241.0,0.0,0.0,,S,83.66,67.67,29.33,29.95
G3425,05/28/2023 15:38 CDT,29.97,81.0,64.0,1.0,180.0,3.0,234.0,0.0,0.0,,S,83.66,67.67,29.32,29.94
G3425,05/28/2023 15:48 CDT,29.97,81.0,65.0,2.0,225.0,4.0,223.0,0.0,0.0,,SW,83.81,68.12,29.32,29.94
G3425,05/28/2023 15:58 CDT,29.97,81.0,65.0,1.0,270.0,2.0,273.0,0.0,0.0,,W,83.81,68.12,29.32,29.94
G3425,05/28/2023 16:08 CDT,29.97,81.0,66.0,2.0,90.0,4.0,380.0,0.0,0.0,,E,83.97,68.56,29.32,29.94
G3425,05/28/2023 16:18 CDT,29.97,82.0,64.0,2.0,248.0,4.0,705.0,0.0,0.0,,WSW,85.19,68.62,29.32,29.94
G3425,05/28/2023 16:28 CDT,29.97,83.0,62.0,2.0,45.0,4.0,612.0,0.0,0.0,,NE,86.37,68.64,29.32,29.94
G3425,05/28/2023 16:38 CDT,29.97,83.0,61.0,2.0,158.0,3.0,274.0,0.0,0.0,,SSE,86.14,68.17,29.32,29.94
G3425,05/28/2023 16:48 CDT,29.96,83.0,59.0,3.0,113.0,4.0,244.0,0.0,0.0,,ESE,85.69,67.2,29.31,29.93
G3425,05/28/2023 16:58 CDT,29.96,82.0,60.0,3.0,135.0,5.0,603.0,0.0,0.0,,SE,84.43,66.75,29.31,29.93
G3425,05/28/2023 17:08 CDT,29.96,83.0,60.0,2.0,180.0,8.0,548.0,0.0,0.0,,S,85.92,67.69,29.31,29.93
G3425,05/28/2023 17:18 CDT,29.96,84.0,57.0,1.0,180.0,4.0,499.0,0.0,0.0,,S,86.75,67.15,29.31,29.93
G3425,05/28/2023 17:28 CDT,29.96,84.0,58.0,1.0,225.0,2.0,464.0,0.0,0.0,,SW,87.0,67.65,29.31,29.93
G3425,05/28/2023 17:38 CDT,29.96,85.0,57.0,2.0,158.0,4.0,455.0,0.0,0.0,,SSE,88.34,68.08,29.31,29.93
G3425,05/28/2023 17:48 CDT,29.96,84.0,56.0,3.0,158.0,5.0,441.0,0.0,0.0,,SSE,86.5,66.63,29.31,29.93
G3425,05/28/2023 17:58 CDT,29.96,84.0,57.0,2.0,270.0,3.0,374.0,0.0,0.0,,W,86.75,67.15,29.31,29.93
G3425,05/28/2023 18:08 CDT,29.96,83.0,57.0,4.0,113.0,5.99,373.0,0.0,0.0,,ESE,85.26,66.21,29.31,29.93
G3425,05/28/2023 18:18 CDT,29.96,83.0,60.0,1.0,225.0,3.0,146.0,0.0,0.0,,SW,85.92,67.69,29.31,29.93
G3425,05/28/2023 18:28 CDT,29.95,81.0,58.0,4.0,113.0,7.0,218.0,0.0,0.0,,ESE,82.78,64.83,29.3,29.92
G3425,05/28/2023 18:38 CDT,29.95,82.0,58.0,3.0,135.0,4.0,141.0,0.0,0.0,,SE,84.07,65.77,29.3,29.92
G3425,05/28/2023 18:48 CDT,29.95,81.0,60.0,1.0,113.0,2.0,122.0,0.0,0.0,,ESE,83.06,65.8,29.3,29.92
G3425,05/28/2023 18:58 CDT,29.95,81.0,59.0,4.0,90.0,5.99,148.0,0.0,0.0,,E,82.92,65.32,29.3,29.92
G3425,05/28/2023 19:08 CDT,29.96,81.0,60.0,4.0,135.0,5.99,207.0,0.0,0.0,,SE,83.06,65.8,29.31,29.93
G3425,05/28/2023 19:18 CDT,29.96,81.0,60.0,2.0,135.0,4.0,156.0,0.0,0.0,,SE,83.06,65.8,29.31,29.93
G3425,05/28/2023 19:28 CDT,29.96,81.0,62.0,0.0,,1.0,56.0,0.0,0.0,,,83.35,66.75,29.31,29.93
G3425,05/28/2023 19:38 CDT,29.96,80.0,63.0,0.0,,1.0,28.0,0.0,0.0,,,,66.26,29.31,29.93
G3425,05/28/2023 19:48 CDT,29.96,80.0,64.0,1.0,293.0,2.0,19.0,0.0,0.0,,WNW,,66.72,29.31,29.93
G3425,05/28/2023 19:58 CDT,29.96,79.0,64.0,0.0,,1.0,14.0,0.0,0.0,,,,65.77,29.31,29.93
G3425,05/28/2023 20:08 CDT,29.96,79.0,64.0,1.0,90.0,2.0,11.0,0.0,0.0,,E,,65.77,29.31,29.93
G3425,05/28/2023 20:18 CDT,29.97,78.0,65.0,0.0,,1.0,5.0,0.0,0.0,,,,65.26,29.32,29.94
G3425,05/28/2023 20:28 CDT,29.97,78.0,66.0,0.0,,1.0,0.0,0.0,0.0,,,,65.7,29.32,29.94
G3425,05/28/2023 20:38 CDT,29.97,78.0,67.0,0.0,,1.0,0.0,0.0,0.0,,,,66.13,29.32,29.94
G3425,05/28/2023 20:48 CDT,29.97,77.0,68.0,0.0,,1.0,0.0,0.0,0.0,,,,65.61,29.32,29.95
G3425,05/28/2023 20:58 CDT,29.97,77.0,69.0,0.0,,0.0,0.0,0.0,0.0,,,,66.03,29.32,29.95
G3425,05/28/2023 21:08 CDT,29.97,76.0,70.0,1.0,248.0,1.0,0.0,0.0,0.0,,WSW,,65.48,29.32,29.95
G3425,05/28/2023 21:18 CDT,29.97,76.0,71.0,0.0,,1.0,0.0,0.0,0.0,,,,65.89,29.32,29.95
G3425,05/28/2023 21:28 CDT,29.97,76.0,72.0,0.0,,0.0,0.0,0.0,0.0,,,,66.3,29.32,29.95
G3425,05/28/2023 21:38 CDT,29.97,76.0,73.0,0.0,,0.0,0.0,0.0,0.0,,,,66.7,29.32,29.95
G3425,05/28/2023 21:48 CDT,29.97,75.0,74.0,1.0,203.0,2.0,0.0,0.0,0.0,,SSW,,66.12,29.32,29.95
G3425,05/28/2023 21:58 CDT,29.98,75.0,74.0,1.0,225.0,2.0,0.0,0.0,0.0,,SW,,66.12,29.33,29.96
G3425,05/28/2023 22:08 CDT,29.98,75.0,75.0,1.0,225.0,2.0,0.0,0.0,0.0,,SW,,66.51,29.33,29.96
G3425,05/28/2023 22:18 CDT,29.98,75.0,77.0,0.0,,1.0,0.0,0.0,0.0,,,,67.28,29.33,29.96
G3425,05/28/2023 22:28 CDT,29.99,74.0,78.0,0.0,,0.0,0.0,0.0,0.0,,,,66.68,29.34,29.97
G3425,05/28/2023 22:38 CDT,29.99,74.0,79.0,0.0,,1.0,0.0,0.0,0.0,,,,67.05,29.34,29.97
G3425,05/28/2023 22:48 CDT,29.99,74.0,79.0,0.0,,1.0,0.0,0.0,0.0,,,,67.05,29.34,29.97
G3425,05/28/2023 22:58 CDT,29.98,74.0,80.0,1.0,45.0,2.0,0.0,0.0,0.0,,NE,,67.41,29.33,29.96
G3425,05/28/2023 23:08 CDT,29.99,74.0,80.0,0.0,,0.0,0.0,0.0,0.0,,,,67.41,29.34,29.97
G3425,05/28/2023 23:18 CDT,29.99,73.0,80.0,0.0,,0.0,0.0,0.0,0.0,,,,66.44,29.34,29.97
G3425,05/28/2023 23:28 CDT,29.98,73.0,81.0,0.0,,1.0,0.0,0.0,0.0,,,,66.8,29.33,29.96
G3425,05/28/2023 23:38 CDT,29.99,73.0,82.0,0.0,,0.0,0.0,0.0,0.0,,,,67.16,29.34,29.97
G3425,05/28/2023 23:48 CDT,29.99,72.0,82.0,0.0,,0.0,0.0,0.0,0.0,,,,66.18,29.34,29.97
G3425,05/28/2023 23:58 CDT,29.99,72.0,83.0,0.0,,1.0,0.0,0.0,0.0,,,,66.53,29.34,29.97
G3425,05/29/2023 00:08 CDT,29.98,72.0,84.0,0.0,,0.0,0.0,0.0,0.0,,,,66.88,29.33,29.96
G3425,05/29/2023 00:18 CDT,29.98,72.0,84.0,0.0,,0.0,0.0,0.0,0.0,,,,66.88,29.33,29.96
G3425,05/29/2023 00:28 CDT,29.98,71.0,84.0,0.0,,0.0,0.0,0.0,0.0,,,,65.9,29.33,29.96
