# STATION: G3425
# STATION NAME: GW3425 SAN MARCOS
# LATITUDE: 29.89283
# LONGITUDE: -97.93133
# ELEVATION [ft]: 603.0
# STATE: TX
Station_ID, Date_Time, altimeter_set_1,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,solar_radiation_set_1,precip_accum_24_hour_set_1,precip_accum_since_local_midnight_set_1,wind_chill_set_1d,wind_cardinal_direction_set_1d,heat_index_set_1d,dew_point_temperature_set_1d,pressure_set_1d,sea_level_pressure_set_1d
,,INHG,Fahrenheit,%,Miles/hour,Degrees,Miles/hour,W/m**2,Inches,Inches,Fahrenheit,code,Fahrenheit,Fahrenheit,INHG,INHG
G3425,05/15/2023 13:33 CDT,30.21,72.0,88.0,1.0,180.0,2.0,33.0,0.0,0.0,,S,,68.23,29.56,30.19
G3425,05/15/2023 13:34 CDT,30.21,71.0,88.0,1.0,158.0,2.0,33.0,0.01,0.01,,SSE,,67.25,29.56,30.19
G3425,05/15/2023 13:35 CDT,30.21,71.0,88.0,2.0,135.0,4.0,35.0,0.01,0.01,,SE,,67.25,29.56,30.19
G3425,05/15/2023 13:36 CDT,30.21,71.0,88.0,2.0,135.0,3.0,38.0,0.01,0.01,,SE,,67.25,29.56,30.19
G3425,05/15/2023 13:37 CDT,30.21,71.0,89.0,1.0,135.0,2.0,39.0,0.01,0.01,,SE,,67.58,29.56,30.19
G3425,05/15/2023 13:38 CDT,30.21,71.0,89.0,0.0,,1.0,40.0,0.01,0.01,,,,67.58,29.56,30.19
G3425,05/15/2023 13:39 CDT,30.21,71.0,89.0,0.0,,1.0,42.0,0.01,0.01,,,,67.58,29.56,30.19
G3425,05/15/2023 13:40 CDT,30.2,71.0,89.0,0.0,,0.0,42.0,0.01,0.01,,,,67.58,29.55,30.18
G3425,05/15/2023 13:41 CDT,30.2,71.0,89.0,0.0,,0.0,44.0,0.01,0.01,,,,67.58,29.55,30.18
G3425,05/15/2023 13:42 CDT,30.2,71.0,89.0,0.0,,0.0,47.0,0.01,0.01,,,,67.58,29.55,30.18
G3425,05/15/2023 13:43 CDT,30.2,71.0,89.0,0.0,,0.0,49.0,0.01,0.01,,,,67.58,29.55,30.18
G3425,05/15/2023 13:44 CDT,30.2,71.0,90.0,0.0,,0.0,53.0,0.01,0.01,,,,67.9,29.55,30.18
G3425,05/15/2023 13:45 CDT,30.19,71.0,90.0,0.0,,0.0,54.0,0.01,0.01,,,,67.9,29.54,30.17
G3425,05/15/2023 13:46 CDT,30.2,71.0,90.0,1.0,135.0,1.0,58.0,0.01,0.01,,SE,,67.9,29.55,30.18
G3425,05/15/2023 13:47 CDT,30.19,71.0,90.0,1.0,180.0,2.0,62.0,0.01,0.01,,S,,67.9,29.54,30.17
G3425,05/15/2023 13:48 CDT,30.19,71.0,90.0,0.0,,1.0,67.0,0.01,0.01,,,,67.9,29.54,30.17
G3425,05/15/2023 13:49 CDT,30.19,71.0,90.0,0.0,,0.0,70.0,0.01,0.01,,,,67.9,29.54,30.17
G3425,05/15/2023 13:50 CDT,30.19,71.0,90.0,0.0,,1.0,74.0,0.01,0.01,,,,67.9,29.54,30.17
G3425,05/15/2023 13:51 CDT,30.19,71.0,90.0,0.0,,1.0,77.0,0.01,0.01,,,,67.9,29.54,30.17
G3425,05/15/2023 13:52 CDT,30.19,71.0,90.0,0.0,,0.0,83.0,0.01,0.01,,,,67.9,29.54,30.17
G3425,05/15/2023 13:53 CDT,30.19,71.0,90.0,0.0,,0.0,89.0,0.01,0.01,,,,67.9,29.54,30.17
G3425,05/15/2023 13:54 CDT,30.19,71.0,90.0,0.0,,0.0,95.0,0.01,0.01,,,,67.9,29.54,30.17
G3425,05/15/2023 13:55 CDT,30.18,71.0,90.0,0.0,,0.0,98.0,0.01,0.01,,,,67.9,29.53,30.16
G3425,05/15/2023 13:56 CDT,30.18,71.0,90.0,0.0,,0.0,98.0,0.01,0.01,,,,67.9,29.53,30.16
G3425,05/15/2023 13:57 CDT,30.18,71.0,90.0,1.0,180.0,1.0,105.0,0.01,0.01,,S,,67.9,29.53,30.16
G3425,05/15/2023 13:58 CDT,30.18,71.0,90.0,0.0,,1.0,109.0,0.01,0.01,,,,67.9,29.53,30.16
G3425,05/15/2023 13:59 CDT,30.18,71.0,90.0,0.0,,1.0,114.0,0.01,0.01,,,,67.9,29.53,30.16
G3425,05/15/2023 14:00 CDT,30.18,71.0,91.0,1.0,180.0,2.0,118.0,0.01,0.01,,S,,68.23,29.53,30.16
G3425,05/15/2023 14:01 CDT,30.18,71.0,90.0,1.0,203.0,2.0,120.0,0.01,0.01,,SSW,,67.9,29.53,30.16
G3425,05/15/2023 14:02 CDT,30.18,71.0,91.0,1.0,203.0,1.0,123.0,0.01,0.01,,SSW,,68.23,29.53,30.16
G3425,05/15/2023 14:03 CDT,30.18,71.0,91.0,0.0,,1.0,127.0,0.01,0.01,,,,68.23,29.53,30.16
G3425,05/15/2023 14:04 CDT,30.18,71.0,90.0,0.0,,2.0,132.0,0.01,0.01,,,,67.9,29.53,30.16
G3425,05/15/2023 14:05 CDT,30.18,71.0,90.0,1.0,203.0,2.0,140.0,0.01,0.01,,SSW,,67.9,29.53,30.16
G3425,05/15/2023 14:06 CDT,30.18,71.0,90.0,1.0,203.0,2.0,148.0,0.01,0.01,,SSW,,67.9,29.53,30.16
G3425,05/15/2023 14:07 CDT,30.18,71.0,90.0,0.0,,1.0,153.0,0.01,0.01,,,,67.9,29.53,30.16
G3425,05/15/2023 14:08 CDT,30.18,71.0,91.0,0.0,,1.0,158.0,0.01,0.01,,,,68.23,29.53,30.16
G3425,05/15/2023 14:09 CDT,30.18,72.0,91.0,1.0,203.0,2.0,163.0,0.01,0.01,,SSW,,69.22,29.53,30.16
G3425,05/15/2023 14:10 CDT,30.18,72.0,91.0,0.0,,1.0,169.0,0.01,0.01,,,,69.22,29.53,30.16
G3425,05/15/2023 14:11 CDT,30.18,72.0,91.0,0.0,,1.0,179.0,0.01,0.01,,,,69.22,29.53,30.16
G3425,05/15/2023 14:12 CDT,30.18,72.0,91.0,0.0,,2.0,188.0,0.01,0.01,,,,69.22,29.53,30.16
G3425,05/15/2023 14:13 CDT,30.18,72.0,91.0,1.0,225.0,2.0,195.0,0.01,0.01,,SW,,69.22,29.53,30.16
G3425,05/15/2023 14:14 CDT,30.18,72.0,91.0,1.0,225.0,2.0,200.0,0.01,0.01,,SW,,69.22,29.53,30.16
G3425,05/15/2023 14:15 CDT,30.18,72.0,90.0,1.0,225.0,1.0,207.0,0.01,0.01,,SW,,68.89,29.53,30.16
G3425,05/15/2023 14:16 CDT,30.18,72.0,90.0,1.0,225.0,2.0,214.0,0.01,0.01,,SW,,68.89,29.53,30.16
G3425,05/15/2023 14:17 CDT,30.17,72.0,90.0,1.0,225.0,2.0,227.0,0.01,0.01,,SW,,68.89,29.52,30.15
G3425,05/15/2023 14:18 CDT,30.18,72.0,90.0,0.0,,1.0,239.0,0.01,0.01,,,,68.89,29.53,30.16
G3425,05/15/2023 14:19 CDT,30.18,72.0,91.0,2.0,225.0,3.0,246.0,0.01,0.01,,SW,,69.22,29.53,30.16
G3425,05/15/2023 14:20 CDT,30.17,72.0,89.0,2.0,225.0,4.0,253.0,0.01,0.01,,SW,,68.56,29.52,30.15
G3425,05/15/2023 14:21 CDT,30.17,72.0,89.0,3.0,225.0,5.0,260.0,0.01,0.01,,SW,,68.56,29.52,30.15
G3425,05/15/2023 14:22 CDT,30.17,72.0,89.0,2.0,248.0,3.0,267.0,0.01,0.01,,WSW,,68.56,29.52,30.15
G3425,05/15/2023 14:23 CDT,30.18,72.0,89.0,2.0,225.0,3.0,272.0,0.01,0.01,,SW,,68.56,29.53,30.16
G3425,05/15/2023 14:24 CDT,30.17,72.0,89.0,2.0,225.0,4.0,271.0,0.01,0.01,,SW,,68.56,29.52,30.15
G3425,05/15/2023 14:25 CDT,30.18,72.0,88.0,1.0,225.0,2.0,267.0,0.01,0.01,,SW,,68.23,29.53,30.16
G3425,05/15/2023 14:26 CDT,30.18,72.0,88.0,2.0,225.0,3.0,262.0,0.01,0.01,,SW,,68.23,29.53,30.16
G3425,05/15/2023 14:27 CDT,30.17,72.0,87.0,2.0,248.0,3.0,258.0,0.01,0.01,,WSW,,67.9,29.52,30.15
G3425,05/15/2023 14:28 CDT,30.18,73.0,88.0,1.0,293.0,2.0,255.0,0.01,0.01,,WNW,,69.22,29.53,30.16
G3425,05/15/2023 14:29 CDT,30.17,73.0,88.0,1.0,293.0,2.0,257.0,0.01,0.01,,WNW,,69.22,29.52,30.15
G3425,05/15/2023 14:30 CDT,30.18,73.0,87.0,1.0,293.0,1.0,258.0,0.01,0.01,,WNW,,68.88,29.53,30.16
G3425,05/15/2023 14:31 CDT,30.18,73.0,88.0,1.0,225.0,2.0,260.0,0.01,0.01,,SW,,69.22,29.53,30.16
G3425,05/23/2023 12:46 CDT,29.98,86.0,62.0,1.0,45.0,2.0,260.0,0.0,0.0,,NE,91.83,71.49,29.33,29.94
G3425,05/23/2023 12:56 CDT,29.98,86.0,61.0,3.0,248.0,5.0,967.0,0.0,0.0,,WSW,91.46,71.01,29.33,29.94
G3425,05/23/2023 13:06 CDT,29.98,87.0,59.0,4.0,248.0,5.0,937.0,0.0,0.0,,WSW,92.66,70.97,29.33,29.94
G3425,05/23/2023 13:16 CDT,29.98,86.0,61.0,1.0,158.0,2.0,1100.0,0.0,0.0,,SSE,91.46,71.01,29.33,29.94
G3425,05/23/2023 13:26 CDT,29.98,86.0,59.0,3.0,248.0,5.0,1049.0,0.0,0.0,,WSW,90.74,70.03,29.33,29.94
G3425,05/23/2023 13:36 CDT,29.97,87.0,58.0,3.0,203.0,5.99,1041.0,0.0,0.0,,SSW,92.27,70.47,29.32,29.93
G3425,05/23/2023 13:46 CDT,29.97,86.0,63.0,3.0,225.0,5.0,288.0,0.0,0.0,,SW,92.21,71.96,29.32,29.93
G3425,05/23/2023 13:56 CDT,29.96,87.0,61.0,3.0,135.0,5.0,972.0,0.0,0.0,,SE,93.48,71.95,29.31,29.92
G3425,05/23/2023 14:06 CDT,29.96,88.0,58.0,2.0,203.0,3.0,909.0,0.0,0.0,,SSW,94.25,71.41,29.31,29.92
G3425,05/23/2023 14:16 CDT,29.96,88.0,57.0,1.0,203.0,3.0,956.0,0.0,0.0,,SSW,93.82,70.9,29.31,29.92
G3425,05/23/2023 14:26 CDT,29.96,89.0,55.0,3.0,270.0,4.0,969.0,0.0,0.0,,W,94.93,70.79,29.31,29.92
G3425,05/23/2023 14:36 CDT,29.96,89.0,59.0,1.0,248.0,3.0,981.0,0.0,0.0,,WSW,96.85,72.86,29.31,29.92
G3425,05/23/2023 14:46 CDT,29.96,88.0,57.0,1.0,225.0,3.0,218.0,0.0,0.0,,SW,93.82,70.9,29.31,29.92
G3425,05/23/2023 14:56 CDT,29.95,88.0,61.0,4.0,180.0,7.0,888.0,0.0,0.0,,S,95.61,72.9,29.3,29.91
G3425,05/23/2023 15:06 CDT,29.95,88.0,59.0,3.0,203.0,5.0,221.0,0.0,0.0,,SSW,94.69,71.92,29.3,29.91
G3425,05/23/2023 15:16 CDT,29.95,88.0,59.0,1.0,135.0,2.0,830.0,0.0,0.0,,SE,94.69,71.92,29.3,29.91
G3425,05/23/2023 15:26 CDT,29.94,88.0,58.0,2.0,90.0,4.0,812.0,0.0,0.0,,E,94.25,71.41,29.29,29.9
G3425,05/23/2023 15:36 CDT,29.94,89.0,55.0,2.0,135.0,3.0,767.0,0.0,0.0,,SE,94.93,70.79,29.29,29.9
G3425,05/23/2023 15:46 CDT,29.93,90.0,53.0,2.0,225.0,2.0,742.0,0.0,0.0,,SW,96.0,70.64,29.28,29.89
G3425,05/23/2023 15:56 CDT,29.93,90.0,52.0,3.0,248.0,4.0,745.0,0.0,0.0,,WSW,95.52,70.08,29.28,29.89
G3425,05/23/2023 16:06 CDT,29.93,90.0,53.0,1.0,203.0,2.0,220.0,0.0,0.0,,SSW,96.0,70.64,29.28,29.89
G3425,05/23/2023 16:16 CDT,29.93,89.0,57.0,2.0,113.0,4.0,610.0,0.0,0.0,,ESE,95.87,71.84,29.28,29.89
G3425,05/23/2023 16:26 CDT,29.93,88.0,58.0,1.0,158.0,3.0,694.0,0.0,0.0,,SSE,94.25,71.41,29.28,29.89
G3425,05/23/2023 16:36 CDT,29.92,89.0,57.0,4.0,90.0,5.99,149.0,0.0,0.0,,E,95.87,71.84,29.27,29.88
G3425,05/23/2023 16:47 CDT,29.92,88.0,59.0,3.0,203.0,5.0,618.0,0.0,0.0,,SSW,94.69,71.92,29.27,29.88
G3425,05/23/2023 16:56 CDT,29.92,89.0,56.0,3.0,135.0,4.0,624.0,0.0,0.0,,SE,95.39,71.32,29.27,29.88
G3425,05/23/2023 17:06 CDT,29.92,88.0,58.0,1.0,225.0,2.0,109.0,0.0,0.0,,SW,94.25,71.41,29.27,29.88
G3425,05/23/2023 17:16 CDT,29.91,88.0,57.0,3.0,135.0,4.0,531.0,0.0,0.0,,SE,93.82,70.9,29.26,29.87
G3425,05/23/2023 17:26 CDT,29.92,89.0,59.0,2.0,135.0,4.0,494.0,0.0,0.0,,SE,96.85,72.86,29.27,29.88
G3425,05/23/2023 17:36 CDT,29.91,89.0,56.0,3.0,135.0,5.0,446.0,0.0,0.0,,SE,95.39,71.32,29.26,29.87
G3425,05/23/2023 17:46 CDT,29.91,89.0,59.0,4.0,90.0,7.0,408.0,0.0,0.0,,E,96.85,72.86,29.26,29.87
G3425,05/23/2023 17:56 CDT,29.91,88.0,58.0,3.0,68.0,5.99,383.0,0.0,0.0,,ENE,94.25,71.41,29.26,29.87
G3425,05/23/2023 18:06 CDT,29.9,88.0,58.0,3.0,113.0,5.0,355.0,0.0,0.0,,ESE,94.25,71.41,29.25,29.86
G3425,05/23/2023 18:16 CDT,29.89,88.0,58.0,3.0,135.0,5.99,315.0,0.0,0.0,,SE,94.25,71.41,29.24,29.85
G3425,05/23/2023 18:26 CDT,29.89,88.0,57.0,2.0,158.0,4.0,283.0,0.0,0.0,,SSE,93.82,70.9,29.24,29.85
G3425,05/23/2023 18:36 CDT,29.89,88.0,57.0,1.0,135.0,4.0,260.0,0.0,0.0,,SE,93.82,70.9,29.24,29.85
G3425,05/23/2023 18:46 CDT,29.89,88.0,58.0,2.0,113.0,5.0,223.0,0.0,0.0,,ESE,94.25,71.41,29.24,29.85
G3425,05/23/2023 18:56 CDT,29.9,87.0,58.0,2.0,135.0,5.0,193.0,0.0,0.0,,SE,92.27,70.47,29.25,29.86
G3425,05/23/2023 19:06 CDT,29.89,87.0,58.0,4.0,68.0,7.0,158.0,0.0,0.0,,ENE,92.27,70.47,29.24,29.85
G3425,05/23/2023 19:16 CDT,29.9,86.0,59.0,3.0,135.0,5.99,128.0,0.0,0.0,,SE,90.74,70.03,29.25,29.86
G3425,05/23/2023 19:26 CDT,29.9,86.0,61.0,0.0,,1.0,40.0,0.0,0.0,,,91.46,71.01,29.25,29.86
G3425,05/23/2023 19:36 CDT,29.9,85.0,62.0,1.0,113.0,2.0,35.0,0.0,0.0,,ESE,89.89,70.54,29.25,29.87
G3425,05/23/2023 19:47 CDT,29.91,85.0,62.0,1.0,180.0,3.0,28.0,0.0,0.0,,S,89.89,70.54,29.26,29.88
G3425,05/23/2023 19:56 CDT,29.91,85.0,62.0,3.0,90.0,4.0,16.0,0.0,0.0,,E,89.89,70.54,29.26,29.88
G3425,05/23/2023 20:06 CDT,29.91,84.0,63.0,2.0,90.0,4.0,11.0,0.0,0.0,,E,88.35,70.06,29.26,29.88
G3425,05/23/2023 20:16 CDT,29.91,84.0,64.0,0.0,,1.0,5.0,0.0,0.0,,,88.64,70.52,29.26,29.88
G3425,05/23/2023 20:26 CDT,29.9,83.0,66.0,1.0,113.0,1.0,0.0,0.0,0.0,,ESE,87.34,70.47,29.25,29.87
G3425,05/23/2023 20:36 CDT,29.9,83.0,66.0,0.0,,0.0,0.0,0.0,0.0,,,87.34,70.47,29.25,29.87
G3425,05/23/2023 20:46 CDT,29.9,82.0,67.0,0.0,,0.0,0.0,0.0,0.0,,,85.8,69.96,29.25,29.87
G3425,05/23/2023 20:56 CDT,29.9,82.0,69.0,0.0,,0.0,0.0,0.0,0.0,,,86.22,70.82,29.25,29.87
G3425,05/23/2023 21:06 CDT,29.9,81.0,69.0,0.0,,1.0,0.0,0.0,0.0,,,84.46,69.86,29.25,29.87
G3425,05/23/2023 21:16 CDT,29.9,81.0,71.0,2.0,135.0,5.0,0.0,0.0,0.0,,SE,84.8,70.7,29.25,29.87
G3425,05/23/2023 21:26 CDT,29.88,80.0,72.0,1.0,225.0,3.0,0.0,0.0,0.0,,SW,,70.15,29.23,29.85
G3425,05/23/2023 21:36 CDT,29.9,80.0,72.0,2.0,113.0,3.0,0.0,0.0,0.0,,ESE,,70.15,29.25,29.87
G3425,05/23/2023 21:46 CDT,29.9,80.0,73.0,1.0,68.0,2.0,0.0,0.0,0.0,,ENE,,70.56,29.25,29.87
G3425,05/23/2023 21:56 CDT,29.91,80.0,73.0,0.0,,0.0,0.0,0.0,0.0,,,,70.56,29.26,29.88
G3425,05/23/2023 22:06 CDT,29.91,79.0,74.0,0.0,,0.0,0.0,0.0,0.0,,,,69.99,29.26,29.88
G3425,05/23/2023 22:16 CDT,29.91,79.0,76.0,0.0,,0.0,0.0,0.0,0.0,,,,70.77,29.26,29.88
G3425,05/23/2023 22:26 CDT,29.92,78.0,76.0,0.0,,1.0,0.0,0.0,0.0,,,,69.81,29.27,29.89
G3425,05/23/2023 22:36 CDT,29.92,78.0,78.0,0.0,,0.0,0.0,0.0,0.0,,,,70.57,29.27,29.89
G3425,05/23/2023 22:46 CDT,29.93,77.0,79.0,0.0,,1.0,0.0,0.0,0.0,,,,69.97,29.28,29.91
G3425,05/23/2023 22:56 CDT,29.94,77.0,79.0,1.0,180.0,2.0,0.0,0.0,0.0,,S,,69.97,29.29,29.92
G3425,05/23/2023 23:06 CDT,29.94,77.0,80.0,0.0,,0.0,0.0,0.0,0.0,,,,70.34,29.29,29.92
G3425,05/23/2023 23:16 CDT,29.94,77.0,80.0,0.0,,0.0,0.0,0.0,0.0,,,,70.34,29.29,29.92
G3425,05/23/2023 23:26 CDT,29.95,76.0,81.0,0.0,,1.0,0.0,0.0,0.0,,,,69.73,29.3,29.93
G3425,05/23/2023 23:36 CDT,29.95,76.0,82.0,1.0,113.0,2.0,0.0,0.0,0.0,,ESE,,70.09,29.3,29.93
G3425,05/23/2023 23:46 CDT,29.95,76.0,82.0,0.0,,0.0,0.0,0.0,0.0,,,,70.09,29.3,29.93
G3425,05/23/2023 23:56 CDT,29.96,76.0,82.0,0.0,,0.0,0.0,0.0,0.0,,,,70.09,29.31,29.94
G3425,05/24/2023 00:06 CDT,29.95,76.0,82.0,0.0,,1.0,0.0,0.0,0.0,,,,70.09,29.3,29.93
G3425,05/24/2023 00:16 CDT,29.95,76.0,83.0,0.0,,0.0,0.0,0.0,0.0,,,,70.45,29.3,29.93
G3425,05/24/2023 00:26 CDT,29.95,75.0,84.0,0.0,,0.0,0.0,0.0,0.0,,,,69.82,29.3,29.93
G3425,05/24/2023 00:36 CDT,29.95,75.0,84.0,1.0,180.0,1.0,0.0,0.0,0.0,,S,,69.82,29.3,29.93
G3425,05/24/2023 00:46 CDT,29.94,75.0,85.0,0.0,,0.0,0.0,0.0,0.0,,,,70.17,29.29,29.92
G3425,05/24/2023 00:56 CDT,29.94,75.0,86.0,0.0,,0.0,0.0,0.0,0.0,,,,70.51,29.29,29.92
G3425,05/24/2023 01:06 CDT,29.95,74.0,86.0,0.0,,0.0,0.0,0.0,0.0,,,,69.53,29.3,29.93
G3425,05/24/2023 01:16 CDT,29.96,74.0,87.0,0.0,,0.0,0.0,0.0,0.0,,,,69.87,29.31,29.94
G3425,05/24/2023 01:26 CDT,29.96,74.0,87.0,1.0,180.0,2.0,0.0,0.0,0.0,,S,,69.87,29.31,29.94
G3425,05/24/2023 01:36 CDT,29.96,74.0,87.0,1.0,68.0,1.0,0.0,0.0,0.0,,ENE,,69.87,29.31,29.94
G3425,05/24/2023 01:46 CDT,29.96,74.0,87.0,0.0,,0.0,0.0,0.0,0.0,,,,69.87,29.31,29.94
G3425,05/24/2023 01:56 CDT,29.97,74.0,88.0,0.0,,0.0,0.0,0.0,0.0,,,,70.2,29.32,29.95
G3425,05/24/2023 02:06 CDT,29.96,73.0,89.0,0.0,,0.0,0.0,0.0,0.0,,,,69.55,29.31,29.94
G3425,05/24/2023 02:16 CDT,29.96,73.0,89.0,0.0,,0.0,0.0,0.0,0.0,,,,69.55,29.31,29.94
G3425,05/24/2023 02:26 CDT,29.96,73.0,89.0,0.0,,1.0,0.0,0.0,0.0,,,,69.55,29.31,29.94
G3425,05/24/2023 02:36 CDT,29.96,73.0,90.0,0.0,,0.0,0.0,0.0,0.0,,,,69.88,29.31,29.94
G3425,05/24/2023 02:46 CDT,29.96,73.0,90.0,0.0,,0.0,0.0,0.0,0.0,,,,69.88,29.31,29.94
G3425,05/24/2023 02:56 CDT,29.96,73.0,90.0,3.0,0.0,4.0,0.0,0.0,0.0,,N,,69.88,29.31,29.94
G3425,05/24/2023 03:06 CDT,29.97,73.0,90.0,1.0,293.0,3.0,0.0,0.0,0.0,,WNW,,69.88,29.32,29.95
G3425,05/24/2023 03:16 CDT,29.99,73.0,89.0,3.0,0.0,4.0,0.0,0.0,0.0,,N,,69.55,29.34,29.97
G3425,05/24/2023 03:26 CDT,30.0,72.0,76.0,5.0,0.0,10.0,0.0,0.0,0.0,,N,,63.99,29.35,29.98
G3425,05/24/2023 03:36 CDT,30.02,71.0,74.0,5.99,23.0,8.0,0.0,0.0,0.0,,NNE,,62.26,29.37,30.0
G3425,05/24/2023 03:46 CDT,30.03,70.0,78.0,5.0,23.0,8.0,0.0,0.02,0.02,,NNE,,62.79,29.38,30.01
G3425,05/24/2023 03:56 CDT,30.03,67.0,85.0,1.0,225.0,2.0,0.0,0.46,0.46,,SW,,62.31,29.38,30.02
G3425,05/24/2023 04:06 CDT,30.02,66.0,89.0,2.0,158.0,5.99,0.0,0.6,0.6,,SSE,,62.64,29.37,30.01
G3425,05/24/2023 04:16 CDT,30.02,65.0,91.0,2.0,23.0,3.0,0.0,0.66,0.66,,NNE,,62.29,29.37,30.01
G3425,05/24/2023 04:26 CDT,30.02,65.0,92.0,1.0,113.0,2.0,0.0,0.68,0.68,,ESE,,62.6,29.37,30.01
G3425,05/24/2023 04:36 CDT,30.01,65.0,92.0,0.0,,1.0,0.0,0.69,0.69,,,,62.6,29.36,30.0
G3425,05/24/2023 04:46 CDT,30.03,65.0,93.0,1.0,248.0,1.0,0.0,0.7,0.7,,WSW,,62.91,29.38,30.02
G3425,05/24/2023 04:56 CDT,30.03,65.0,93.0,1.0,338.0,1.0,0.0,0.72,0.72,,NNW,,62.91,29.38,30.02
G3425,05/24/2023 05:06 CDT,30.04,65.0,93.0,0.0,,2.0,0.0,0.74,0.74,,,,62.91,29.39,30.03
G3425,05/24/2023 05:16 CDT,30.06,65.0,93.0,1.0,270.0,2.0,0.0,0.75,0.75,,W,,62.91,29.41,30.05
G3425,05/24/2023 05:26 CDT,30.05,65.0,93.0,1.0,90.0,3.0,0.0,0.78,0.78,,E,,62.91,29.4,30.04
G3425,05/24/2023 05:36 CDT,30.05,65.0,93.0,1.0,90.0,2.0,0.0,0.82,0.82,,E,,62.91,29.4,30.04
G3425,05/24/2023 05:46 CDT,30.05,65.0,93.0,1.0,0.0,2.0,0.0,0.86,0.86,,N,,62.91,29.4,30.04
G3425,05/24/2023 05:56 CDT,30.03,65.0,93.0,0.0,,0.0,0.0,0.91,0.91,,,,62.91,29.38,30.02
G3425,05/24/2023 06:06 CDT,30.0,65.0,94.0,0.0,,0.0,0.0,0.96,0.96,,,,63.22,29.35,29.99
G3425,05/24/2023 06:16 CDT,29.96,65.0,94.0,2.0,113.0,3.0,0.0,0.97,0.97,,ESE,,63.22,29.31,29.95
G3425,05/24/2023 06:26 CDT,29.93,65.0,94.0,4.0,113.0,5.0,0.0,0.97,0.97,,ESE,,63.22,29.28,29.92
G3425,05/24/2023 06:36 CDT,29.92,65.0,94.0,1.0,45.0,2.0,0.0,0.98,0.98,,NE,,63.22,29.27,29.91
G3425,05/24/2023 06:46 CDT,29.9,65.0,93.0,0.0,,2.0,0.0,0.98,0.98,,,,62.91,29.25,29.89
G3425,05/24/2023 06:56 CDT,29.9,65.0,93.0,0.0,,1.0,5.0,0.98,0.98,,,,62.91,29.25,29.89
G3425,05/24/2023 07:06 CDT,29.91,65.0,93.0,4.0,0.0,5.0,9.0,0.98,0.98,,N,,62.91,29.26,29.9
G3425,05/24/2023 07:16 CDT,29.92,65.0,93.0,3.0,270.0,5.0,12.0,0.98,0.98,,W,,62.91,29.27,29.91
G3425,05/24/2023 07:26 CDT,29.95,66.0,93.0,1.0,248.0,3.0,23.0,0.98,0.98,,WSW,,63.9,29.3,29.94
G3425,05/24/2023 07:36 CDT,29.94,66.0,93.0,2.0,68.0,3.0,41.0,0.98,0.98,,ENE,,63.9,29.29,29.93
G3425,05/24/2023 07:46 CDT,29.93,66.0,93.0,2.0,0.0,4.0,65.0,0.98,0.98,,N,,63.9,29.28,29.92
G3425,05/24/2023 07:56 CDT,29.93,66.0,93.0,4.0,0.0,5.0,86.0,0.98,0.98,,N,,63.9,29.28,29.92
G3425,05/24/2023 08:06 CDT,29.93,66.0,93.0,2.0,338.0,4.0,84.0,0.98,0.98,,NNW,,63.9,29.28,29.92
G3425,05/24/2023 08:16 CDT,29.95,67.0,93.0,1.0,0.0,2.0,79.0,0.98,0.98,,N,,64.9,29.3,29.94
G3425,05/24/2023 08:27 CDT,29.96,67.0,92.0,2.0,248.0,3.0,107.0,0.98,0.98,,WSW,,64.58,29.31,29.95
G3425,05/24/2023 08:36 CDT,29.97,68.0,92.0,1.0,293.0,3.0,77.0,0.98,0.98,,WNW,,65.57,29.32,29.96
G3425,05/24/2023 08:46 CDT,29.97,69.0,90.0,1.0,225.0,2.0,341.0,0.98,0.98,,SW,,65.93,29.32,29.95
G3425,05/24/2023 08:56 CDT,29.98,70.0,87.0,1.0,315.0,2.0,364.0,0.98,0.98,,NW,,65.93,29.33,29.96
G3425,05/24/2023 09:06 CDT,29.98,71.0,87.0,1.0,248.0,2.0,360.0,0.98,0.98,,WSW,,66.92,29.33,29.96
G3425,05/24/2023 09:16 CDT,29.99,71.0,83.0,3.0,203.0,5.0,431.0,0.98,0.98,,SSW,,65.55,29.34,29.97
G3425,05/24/2023 09:26 CDT,29.99,72.0,82.0,3.0,0.0,4.0,469.0,0.98,0.98,,N,,66.18,29.34,29.97
G3425,05/24/2023 09:36 CDT,30.0,72.0,82.0,4.0,0.0,5.99,510.0,0.98,0.98,,N,,66.18,29.35,29.98
G3425,05/24/2023 09:46 CDT,30.0,73.0,80.0,2.0,23.0,4.0,526.0,0.98,0.98,,NNE,,66.44,29.35,29.98
G3425,05/24/2023 09:56 CDT,30.0,74.0,78.0,3.0,0.0,4.0,577.0,0.98,0.98,,N,,66.68,29.35,29.98
G3425,05/24/2023 10:06 CDT,30.0,75.0,77.0,1.0,270.0,2.0,185.0,0.98,0.98,,W,,67.28,29.35,29.98
G3425,05/24/2023 10:16 CDT,30.0,76.0,74.0,1.0,180.0,2.0,821.0,0.98,0.98,,S,,67.09,29.35,29.98
G3425,05/24/2023 10:26 CDT,30.0,76.0,76.0,2.0,90.0,3.0,381.0,0.98,0.98,,E,,67.87,29.35,29.98
G3425,05/24/2023 10:36 CDT,30.0,76.0,74.0,2.0,203.0,4.0,334.0,0.98,0.98,,SSW,,67.09,29.35,29.98
