agency_cd,site_no,datetime,tz_cd,141565_00060,141565_00060_cd
5s,15s,20d,6s,14n,10s
USGS,8170500,6/1/2022 0:00,CDT,116,A
USGS,8170500,6/1/2022 0:15,CDT,116,A
USGS,8170500,6/1/2022 0:30,CDT,116,A
USGS,8170500,6/1/2022 0:45,CDT,116,A
USGS,8170500,6/1/2022 1:00,CDT,117,A
USGS,8170500,6/1/2022 1:15,CDT,117,A
USGS,8170500,6/1/2022 1:30,CDT,116,A
USGS,8170500,6/1/2022 1:45,CDT,116,A
USGS,8170500,6/1/2022 2:00,CDT,116,A
USGS,8170500,6/1/2022 2:15,CDT,116,A
USGS,8170500,6/1/2022 2:30,CDT,116,A
USGS,8170500,6/1/2022 2:45,CDT,116,A
USGS,8170500,6/1/2022 3:00,CDT,116,A
USGS,8170500,6/1/2022 3:15,CDT,116,A
USGS,8170500,6/1/2022 3:30,CDT,116,A
USGS,8170500,6/1/2022 3:45,CDT,116,A
USGS,8170500,6/1/2022 4:00,CDT,117,A
USGS,8170500,6/1/2022 4:15,CDT,116,A
USGS,8170500,6/1/2022 4:30,CDT,117,A
USGS,8170500,6/1/2022 4:45,CDT,116,A
USGS,8170500,6/1/2022 5:00,CDT,117,A
USGS,8170500,6/1/2022 5:15,CDT,117,A
USGS,8170500,6/1/2022 5:30,CDT,117,A
USGS,8170500,6/1/2022 5:45,CDT,117,A
USGS,8170500,6/1/2022 6:00,CDT,117,A
USGS,8170500,6/1/2022 6:15,CDT,117,A
USGS,8170500,6/1/2022 6:30,CDT,117,A
USGS,8170500,6/1/2022 6:45,CDT,116,A
USGS,8170500,6/1/2022 7:00,CDT,117,A
USGS,8170500,6/1/2022 7:15,CDT,117,A
USGS,8170500,6/1/2022 7:30,CDT,117,A
USGS,8170500,6/1/2022 7:45,CDT,117,A
USGS,8170500,6/1/2022 8:00,CDT,116,A
USGS,8170500,6/1/2022 8:15,CDT,116,A
USGS,8170500,6/1/2022 8:30,CDT,116,A
USGS,8170500,6/1/2022 8:45,CDT,117,A
USGS,8170500,6/1/2022 9:00,CDT,118,A
USGS,8170500,6/1/2022 9:15,CDT,118,A
USGS,8170500,6/1/2022 9:30,CDT,117,A
USGS,8170500,6/1/2022 9:45,CDT,118,A
USGS,8170500,6/1/2022 10:00,CDT,118,A
USGS,8170500,6/1/2022 10:15,CDT,117,A
USGS,8170500,6/1/2022 10:30,CDT,117,A
USGS,8170500,6/1/2022 10:45,CDT,117,A
USGS,8170500,6/1/2022 11:00,CDT,117,A
USGS,8170500,6/1/2022 11:15,CDT,117,A
USGS,8170500,6/1/2022 11:30,CDT,118,A
USGS,8170500,6/1/2022 11:45,CDT,118,A
USGS,8170500,6/1/2022 12:00,CDT,119,A
USGS,8170500,6/1/2022 12:15,CDT,119,A
USGS,8170500,6/1/2022 12:30,CDT,119,A
USGS,8170500,6/1/2022 12:45,CDT,121,A
USGS,8170500,6/1/2022 13:00,CDT,120,A
USGS,8170500,6/1/2022 13:15,CDT,121,A
USGS,8170500,6/1/2022 13:30,CDT,121,A
USGS,8170500,6/1/2022 13:45,CDT,121,A
USGS,8170500,6/1/2022 14:00,CDT,121,A
USGS,8170500,6/1/2022 14:15,CDT,121,A
USGS,8170500,6/1/2022 14:30,CDT,121,A
USGS,8170500,6/1/2022 14:45,CDT,121,A
USGS,8170500,6/1/2022 15:00,CDT,121,A
USGS,8170500,6/1/2022 15:15,CDT,127,A
USGS,8170500,6/1/2022 15:30,CDT,127,A
USGS,8170500,6/1/2022 15:45,CDT,127,A
USGS,8170500,6/1/2022 16:00,CDT,127,A
USGS,8170500,6/1/2022 16:15,CDT,126,A
USGS,8170500,6/1/2022 16:30,CDT,126,A
USGS,8170500,6/1/2022 16:45,CDT,126,A
USGS,8170500,6/1/2022 17:00,CDT,125,A
USGS,8170500,6/1/2022 17:15,CDT,124,A
USGS,8170500,6/1/2022 17:30,CDT,123,A
USGS,8170500,6/1/2022 17:45,CDT,123,A
USGS,8170500,6/1/2022 18:00,CDT,123,A
USGS,8170500,6/1/2022 18:15,CDT,123,A
USGS,8170500,6/1/2022 18:30,CDT,123,A
USGS,8170500,6/1/2022 18:45,CDT,123,A
USGS,8170500,6/1/2022 19:00,CDT,122,A
USGS,8170500,6/1/2022 19:15,CDT,122,A
USGS,8170500,6/1/2022 19:30,CDT,122,A
USGS,8170500,6/1/2022 19:45,CDT,122,A
USGS,8170500,6/1/2022 20:00,CDT,121,A
USGS,8170500,6/1/2022 20:15,CDT,121,A
USGS,8170500,6/1/2022 20:30,CDT,121,A
USGS,8170500,6/1/2022 20:45,CDT,121,A
USGS,8170500,6/1/2022 21:00,CDT,120,A
USGS,8170500,6/1/2022 21:15,CDT,120,A
USGS,8170500,6/1/2022 21:30,CDT,119,A
USGS,8170500,6/1/2022 21:45,CDT,119,A
USGS,8170500,6/1/2022 22:00,CDT,119,A
USGS,8170500,6/1/2022 22:15,CDT,119,A
USGS,8170500,6/1/2022 22:30,CDT,119,A
USGS,8170500,6/1/2022 22:45,CDT,118,A
USGS,8170500,6/1/2022 23:00,CDT,118,A
USGS,8170500,6/1/2022 23:15,CDT,118,A
USGS,8170500,6/1/2022 23:30,CDT,118,A
USGS,8170500,6/1/2022 23:45,CDT,118,A
USGS,8170500,6/2/2022 0:00,CDT,118,A
USGS,8170500,6/2/2022 0:15,CDT,118,A
USGS,8170500,6/2/2022 0:30,CDT,118,A
USGS,8170500,6/2/2022 0:45,CDT,118,A
USGS,8170500,6/2/2022 1:00,CDT,118,A
USGS,8170500,6/2/2022 1:15,CDT,118,A
USGS,8170500,6/2/2022 1:30,CDT,118,A
USGS,8170500,6/2/2022 1:45,CDT,119,A
USGS,8170500,6/2/2022 2:00,CDT,118,A
USGS,8170500,6/2/2022 2:15,CDT,118,A
USGS,8170500,6/2/2022 2:30,CDT,118,A
USGS,8170500,6/2/2022 2:45,CDT,119,A
USGS,8170500,6/2/2022 3:00,CDT,118,A
USGS,8170500,6/2/2022 3:15,CDT,118,A
USGS,8170500,6/2/2022 3:30,CDT,119,A
USGS,8170500,6/2/2022 3:45,CDT,119,A
USGS,8170500,6/2/2022 4:00,CDT,119,A
USGS,8170500,6/2/2022 4:15,CDT,119,A
USGS,8170500,6/2/2022 4:30,CDT,119,A
USGS,8170500,6/2/2022 4:45,CDT,119,A
USGS,8170500,6/2/2022 5:00,CDT,119,A
USGS,8170500,6/2/2022 5:15,CDT,119,A
USGS,8170500,6/2/2022 5:30,CDT,118,A
USGS,8170500,6/2/2022 5:45,CDT,119,A
USGS,8170500,6/2/2022 6:00,CDT,118,A
USGS,8170500,6/2/2022 6:15,CDT,119,A
USGS,8170500,6/2/2022 6:30,CDT,118,A
USGS,8170500,6/2/2022 6:45,CDT,119,A
USGS,8170500,6/2/2022 7:00,CDT,118,A
USGS,8170500,6/2/2022 7:15,CDT,117,A
USGS,8170500,6/2/2022 7:30,CDT,118,A
USGS,8170500,6/2/2022 7:45,CDT,118,A
USGS,8170500,6/2/2022 8:00,CDT,117,A
USGS,8170500,6/2/2022 8:15,CDT,117,A
USGS,8170500,6/2/2022 8:30,CDT,117,A
USGS,8170500,6/2/2022 8:45,CDT,117,A
USGS,8170500,6/2/2022 9:00,CDT,117,A
USGS,8170500,6/2/2022 9:15,CDT,117,A
USGS,8170500,6/2/2022 9:30,CDT,116,A
USGS,8170500,6/2/2022 9:45,CDT,117,A
USGS,8170500,6/2/2022 10:00,CDT,117,A
USGS,8170500,6/2/2022 10:15,CDT,118,A
USGS,8170500,6/2/2022 10:30,CDT,118,A
USGS,8170500,6/2/2022 10:45,CDT,118,A
USGS,8170500,6/2/2022 11:00,CDT,119,A
USGS,8170500,6/2/2022 11:15,CDT,119,A
USGS,8170500,6/2/2022 11:30,CDT,118,A
USGS,8170500,6/2/2022 11:45,CDT,119,A
USGS,8170500,6/2/2022 12:00,CDT,119,A
USGS,8170500,6/2/2022 12:15,CDT,119,A
USGS,8170500,6/2/2022 12:30,CDT,119,A
USGS,8170500,6/2/2022 12:45,CDT,119,A
USGS,8170500,6/2/2022 13:00,CDT,119,A
USGS,8170500,6/2/2022 13:15,CDT,119,A
USGS,8170500,6/2/2022 13:30,CDT,120,A
USGS,8170500,6/2/2022 13:45,CDT,120,A
USGS,8170500,6/2/2022 14:00,CDT,120,A
USGS,8170500,6/2/2022 14:15,CDT,120,A
USGS,8170500,6/2/2022 14:30,CDT,120,A
USGS,8170500,6/2/2022 14:45,CDT,120,A
USGS,8170500,6/2/2022 15:00,CDT,120,A
USGS,8170500,6/2/2022 15:15,CDT,120,A
USGS,8170500,6/2/2022 15:30,CDT,119,A
USGS,8170500,6/2/2022 15:45,CDT,120,A
USGS,8170500,6/2/2022 16:00,CDT,120,A
USGS,8170500,6/2/2022 16:15,CDT,120,A
USGS,8170500,6/2/2022 16:30,CDT,119,A
USGS,8170500,6/2/2022 16:45,CDT,119,A
USGS,8170500,6/2/2022 17:00,CDT,119,A
USGS,8170500,6/2/2022 17:15,CDT,120,A
USGS,8170500,6/2/2022 17:30,CDT,121,A
USGS,8170500,6/2/2022 17:45,CDT,121,A
USGS,8170500,6/2/2022 18:00,CDT,121,A
USGS,8170500,6/2/2022 18:15,CDT,121,A
USGS,8170500,6/2/2022 18:30,CDT,120,A
USGS,8170500,6/2/2022 18:45,CDT,121,A
USGS,8170500,6/2/2022 19:00,CDT,121,A
USGS,8170500,6/2/2022 19:15,CDT,121,A
USGS,8170500,6/2/2022 19:30,CDT,121,A
USGS,8170500,6/2/2022 19:45,CDT,120,A
USGS,8170500,6/2/2022 20:00,CDT,120,A
USGS,8170500,6/2/2022 20:15,CDT,120,A
USGS,8170500,6/2/2022 20:30,CDT,119,A
USGS,8170500,6/2/2022 20:45,CDT,118,A
USGS,8170500,6/2/2022 21:00,CDT,119,A
USGS,8170500,6/2/2022 21:15,CDT,119,A
USGS,8170500,6/2/2022 21:30,CDT,118,A
USGS,8170500,6/2/2022 21:45,CDT,118,A
USGS,8170500,6/2/2022 22:00,CDT,118,A
USGS,8170500,6/2/2022 22:15,CDT,117,A
USGS,8170500,6/2/2022 22:30,CDT,117,A
USGS,8170500,6/2/2022 22:45,CDT,117,A
USGS,8170500,6/2/2022 23:00,CDT,118,A
USGS,8170500,6/2/2022 23:15,CDT,117,A
USGS,8170500,6/2/2022 23:30,CDT,117,A
USGS,8170500,6/2/2022 23:45,CDT,117,A
USGS,8170500,6/3/2022 0:00,CDT,117,A
USGS,8170500,6/3/2022 0:15,CDT,117,A
USGS,8170500,6/3/2022 0:30,CDT,116,A
USGS,8170500,6/3/2022 0:45,CDT,115,A
USGS,8170500,6/3/2022 1:00,CDT,115,A
USGS,8170500,6/3/2022 1:15,CDT,115,A
USGS,8170500,6/3/2022 1:30,CDT,115,A
USGS,8170500,6/3/2022 1:45,CDT,115,A
USGS,8170500,6/3/2022 2:00,CDT,115,A
USGS,8170500,6/3/2022 2:15,CDT,116,A
USGS,8170500,6/3/2022 2:30,CDT,116,A
USGS,8170500,6/3/2022 2:45,CDT,116,A
USGS,8170500,6/3/2022 3:00,CDT,116,A
USGS,8170500,6/3/2022 3:15,CDT,116,A
USGS,8170500,6/3/2022 3:30,CDT,117,A
USGS,8170500,6/3/2022 3:45,CDT,116,A
USGS,8170500,6/3/2022 4:00,CDT,117,A
USGS,8170500,6/3/2022 4:15,CDT,117,A
USGS,8170500,6/3/2022 4:30,CDT,117,A
USGS,8170500,6/3/2022 4:45,CDT,117,A
USGS,8170500,6/3/2022 5:00,CDT,117,A
USGS,8170500,6/3/2022 5:15,CDT,117,A
USGS,8170500,6/3/2022 5:30,CDT,117,A
USGS,8170500,6/3/2022 5:45,CDT,117,A
USGS,8170500,6/3/2022 6:00,CDT,117,A
USGS,8170500,6/3/2022 6:15,CDT,117,A
USGS,8170500,6/3/2022 6:30,CDT,117,A
USGS,8170500,6/3/2022 6:45,CDT,118,A
USGS,8170500,6/3/2022 7:00,CDT,118,A
USGS,8170500,6/3/2022 7:15,CDT,118,A
USGS,8170500,6/3/2022 7:30,CDT,118,A
USGS,8170500,6/3/2022 7:45,CDT,118,A
USGS,8170500,6/3/2022 8:00,CDT,118,A
USGS,8170500,6/3/2022 8:15,CDT,118,A
USGS,8170500,6/3/2022 8:30,CDT,117,A
USGS,8170500,6/3/2022 8:45,CDT,117,A
USGS,8170500,6/3/2022 9:00,CDT,118,A
USGS,8170500,6/3/2022 9:15,CDT,117,A
USGS,8170500,6/3/2022 9:30,CDT,117,A
USGS,8170500,6/3/2022 9:45,CDT,117,A
USGS,8170500,6/3/2022 10:00,CDT,118,A
USGS,8170500,6/3/2022 10:15,CDT,117,A
USGS,8170500,6/3/2022 10:30,CDT,118,A
USGS,8170500,6/3/2022 10:45,CDT,118,A
USGS,8170500,6/3/2022 11:00,CDT,118,A
USGS,8170500,6/3/2022 11:15,CDT,118,A
USGS,8170500,6/3/2022 11:30,CDT,118,A
USGS,8170500,6/3/2022 11:45,CDT,118,A
USGS,8170500,6/3/2022 12:00,CDT,123,A
USGS,8170500,6/3/2022 12:15,CDT,123,A
USGS,8170500,6/3/2022 12:30,CDT,123,A
USGS,8170500,6/3/2022 12:45,CDT,122,A
USGS,8170500,6/3/2022 13:00,CDT,122,A
USGS,8170500,6/3/2022 13:15,CDT,123,A
USGS,8170500,6/3/2022 13:30,CDT,122,A
USGS,8170500,6/3/2022 13:45,CDT,122,A
USGS,8170500,6/3/2022 14:00,CDT,121,A
USGS,8170500,6/3/2022 14:15,CDT,121,A
USGS,8170500,6/3/2022 14:30,CDT,121,A
USGS,8170500,6/3/2022 14:45,CDT,122,A
USGS,8170500,6/3/2022 15:00,CDT,122,A
USGS,8170500,6/3/2022 15:15,CDT,121,A
USGS,8170500,6/3/2022 15:30,CDT,122,A
USGS,8170500,6/3/2022 15:45,CDT,122,A
USGS,8170500,6/3/2022 16:00,CDT,122,A
USGS,8170500,6/3/2022 16:15,CDT,121,A
USGS,8170500,6/3/2022 16:30,CDT,122,A
USGS,8170500,6/3/2022 16:45,CDT,122,A
USGS,8170500,6/3/2022 17:00,CDT,121,A
USGS,8170500,6/3/2022 17:15,CDT,122,A
USGS,8170500,6/3/2022 17:30,CDT,122,A
USGS,8170500,6/3/2022 17:45,CDT,122,A
USGS,8170500,6/3/2022 18:00,CDT,123,A
USGS,8170500,6/3/2022 18:15,CDT,121,A
USGS,8170500,6/3/2022 18:30,CDT,121,A
USGS,8170500,6/3/2022 18:45,CDT,121,A
USGS,8170500,6/3/2022 19:00,CDT,120,A
USGS,8170500,6/3/2022 19:15,CDT,120,A
USGS,8170500,6/3/2022 19:30,CDT,120,A
USGS,8170500,6/3/2022 19:45,CDT,120,A
USGS,8170500,6/3/2022 20:00,CDT,121,A
USGS,8170500,6/3/2022 20:15,CDT,120,A
USGS,8170500,6/3/2022 20:30,CDT,120,A
USGS,8170500,6/3/2022 20:45,CDT,120,A
USGS,8170500,6/3/2022 21:00,CDT,120,A
USGS,8170500,6/3/2022 21:15,CDT,120,A
USGS,8170500,6/3/2022 21:30,CDT,119,A
USGS,8170500,6/3/2022 21:45,CDT,120,A
USGS,8170500,6/3/2022 22:00,CDT,119,A
USGS,8170500,6/3/2022 22:15,CDT,119,A
USGS,8170500,6/3/2022 22:30,CDT,119,A
USGS,8170500,6/3/2022 22:45,CDT,119,A
USGS,8170500,6/3/2022 23:00,CDT,119,A
USGS,8170500,6/3/2022 23:15,CDT,119,A
USGS,8170500,6/3/2022 23:30,CDT,119,A
USGS,8170500,6/3/2022 23:45,CDT,118,A
USGS,8170500,6/4/2022 0:00,CDT,119,A
USGS,8170500,6/4/2022 0:15,CDT,118,A
USGS,8170500,6/4/2022 0:30,CDT,118,A
USGS,8170500,6/4/2022 0:45,CDT,118,A
USGS,8170500,6/4/2022 1:00,CDT,118,A
USGS,8170500,6/4/2022 1:15,CDT,118,A
USGS,8170500,6/4/2022 1:30,CDT,118,A
USGS,8170500,6/4/2022 1:45,CDT,118,A
USGS,8170500,6/4/2022 2:00,CDT,118,A
USGS,8170500,6/4/2022 2:15,CDT,118,A
USGS,8170500,6/4/2022 2:30,CDT,117,A
USGS,8170500,6/4/2022 2:45,CDT,118,A
USGS,8170500,6/4/2022 3:00,CDT,117,A
USGS,8170500,6/4/2022 3:15,CDT,117,A
USGS,8170500,6/4/2022 3:30,CDT,117,A
USGS,8170500,6/4/2022 3:45,CDT,117,A
USGS,8170500,6/4/2022 4:00,CDT,117,A
USGS,8170500,6/4/2022 4:15,CDT,116,A
USGS,8170500,6/4/2022 4:30,CDT,116,A
USGS,8170500,6/4/2022 4:45,CDT,116,A
USGS,8170500,6/4/2022 5:00,CDT,116,A
USGS,8170500,6/4/2022 5:15,CDT,116,A
USGS,8170500,6/4/2022 5:30,CDT,115,A
USGS,8170500,6/4/2022 5:45,CDT,115,A
USGS,8170500,6/4/2022 6:00,CDT,115,A
USGS,8170500,6/4/2022 6:15,CDT,116,A
USGS,8170500,6/4/2022 6:30,CDT,116,A
USGS,8170500,6/4/2022 6:45,CDT,117,A
USGS,8170500,6/4/2022 7:00,CDT,117,A
USGS,8170500,6/4/2022 7:15,CDT,117,A
USGS,8170500,6/4/2022 7:30,CDT,117,A
USGS,8170500,6/4/2022 7:45,CDT,117,A
USGS,8170500,6/4/2022 8:00,CDT,117,A
USGS,8170500,6/4/2022 8:15,CDT,117,A
USGS,8170500,6/4/2022 8:30,CDT,117,A
USGS,8170500,6/4/2022 8:45,CDT,117,A
USGS,8170500,6/4/2022 9:00,CDT,118,A
USGS,8170500,6/4/2022 9:15,CDT,117,A
USGS,8170500,6/4/2022 9:30,CDT,118,A
USGS,8170500,6/4/2022 9:45,CDT,118,A
USGS,8170500,6/4/2022 10:00,CDT,117,A
USGS,8170500,6/4/2022 10:15,CDT,119,A
USGS,8170500,6/4/2022 10:30,CDT,118,A
USGS,8170500,6/4/2022 10:45,CDT,118,A
USGS,8170500,6/4/2022 11:00,CDT,119,A
USGS,8170500,6/4/2022 11:15,CDT,119,A
USGS,8170500,6/4/2022 11:30,CDT,119,A
USGS,8170500,6/4/2022 11:45,CDT,120,A
USGS,8170500,6/4/2022 12:00,CDT,120,A
USGS,8170500,6/4/2022 12:15,CDT,121,A
USGS,8170500,6/4/2022 12:30,CDT,120,A
USGS,8170500,6/4/2022 12:45,CDT,121,A
USGS,8170500,6/4/2022 13:00,CDT,121,A
USGS,8170500,6/4/2022 13:15,CDT,121,A
USGS,8170500,6/4/2022 13:30,CDT,121,A
USGS,8170500,6/4/2022 13:45,CDT,121,A
USGS,8170500,6/4/2022 14:00,CDT,122,A
USGS,8170500,6/4/2022 14:15,CDT,123,A
USGS,8170500,6/4/2022 14:30,CDT,122,A
USGS,8170500,6/4/2022 14:45,CDT,122,A
USGS,8170500,6/4/2022 15:00,CDT,122,A
USGS,8170500,6/4/2022 15:15,CDT,123,A
USGS,8170500,6/4/2022 15:30,CDT,123,A
USGS,8170500,6/4/2022 15:45,CDT,124,A
USGS,8170500,6/4/2022 16:00,CDT,123,A
USGS,8170500,6/4/2022 16:15,CDT,123,A
USGS,8170500,6/4/2022 16:30,CDT,123,A
USGS,8170500,6/4/2022 16:45,CDT,124,A
USGS,8170500,6/4/2022 17:00,CDT,125,A
USGS,8170500,6/4/2022 17:15,CDT,124,A
USGS,8170500,6/4/2022 17:30,CDT,124,A
USGS,8170500,6/4/2022 17:45,CDT,124,A
USGS,8170500,6/4/2022 18:00,CDT,123,A
USGS,8170500,6/4/2022 18:15,CDT,124,A
USGS,8170500,6/4/2022 18:30,CDT,123,A
USGS,8170500,6/4/2022 18:45,CDT,123,A
USGS,8170500,6/4/2022 19:00,CDT,123,A
USGS,8170500,6/4/2022 19:15,CDT,122,A
USGS,8170500,6/4/2022 19:30,CDT,123,A
USGS,8170500,6/4/2022 19:45,CDT,123,A
USGS,8170500,6/4/2022 20:00,CDT,121,A
USGS,8170500,6/4/2022 20:15,CDT,122,A
USGS,8170500,6/4/2022 20:30,CDT,120,A
USGS,8170500,6/4/2022 20:45,CDT,119,A
USGS,8170500,6/4/2022 21:00,CDT,119,A
USGS,8170500,6/4/2022 21:15,CDT,119,A
USGS,8170500,6/4/2022 21:30,CDT,119,A
USGS,8170500,6/4/2022 21:45,CDT,119,A
USGS,8170500,6/4/2022 22:00,CDT,119,A
USGS,8170500,6/4/2022 22:15,CDT,118,A
USGS,8170500,6/4/2022 22:30,CDT,119,A
USGS,8170500,6/4/2022 22:45,CDT,118,A
USGS,8170500,6/4/2022 23:00,CDT,118,A
USGS,8170500,6/4/2022 23:15,CDT,117,A
USGS,8170500,6/4/2022 23:30,CDT,117,A
USGS,8170500,6/4/2022 23:45,CDT,118,A
USGS,8170500,6/5/2022 0:00,CDT,117,A
USGS,8170500,6/5/2022 0:15,CDT,117,A
USGS,8170500,6/5/2022 0:30,CDT,117,A
USGS,8170500,6/5/2022 0:45,CDT,118,A
USGS,8170500,6/5/2022 1:00,CDT,117,A
USGS,8170500,6/5/2022 1:15,CDT,117,A
USGS,8170500,6/5/2022 1:30,CDT,118,A
USGS,8170500,6/5/2022 1:45,CDT,117,A
USGS,8170500,6/5/2022 2:00,CDT,117,A
USGS,8170500,6/5/2022 2:15,CDT,117,A
USGS,8170500,6/5/2022 2:30,CDT,118,A
USGS,8170500,6/5/2022 2:45,CDT,117,A
USGS,8170500,6/5/2022 3:00,CDT,118,A
USGS,8170500,6/5/2022 3:15,CDT,118,A
USGS,8170500,6/5/2022 3:30,CDT,117,A
USGS,8170500,6/5/2022 3:45,CDT,117,A
USGS,8170500,6/5/2022 4:00,CDT,117,A
USGS,8170500,6/5/2022 4:15,CDT,117,A
USGS,8170500,6/5/2022 4:30,CDT,116,A
USGS,8170500,6/5/2022 4:45,CDT,117,A
USGS,8170500,6/5/2022 5:00,CDT,117,A
USGS,8170500,6/5/2022 5:15,CDT,117,A
USGS,8170500,6/5/2022 5:30,CDT,118,A
USGS,8170500,6/5/2022 5:45,CDT,117,A
USGS,8170500,6/5/2022 6:00,CDT,117,A
USGS,8170500,6/5/2022 6:15,CDT,116,A
USGS,8170500,6/5/2022 6:30,CDT,117,A
USGS,8170500,6/5/2022 6:45,CDT,117,A
USGS,8170500,6/5/2022 7:00,CDT,117,A
USGS,8170500,6/5/2022 7:15,CDT,117,A
USGS,8170500,6/5/2022 7:30,CDT,117,A
USGS,8170500,6/5/2022 7:45,CDT,117,A
USGS,8170500,6/5/2022 8:00,CDT,117,A
USGS,8170500,6/5/2022 8:15,CDT,117,A
USGS,8170500,6/5/2022 8:30,CDT,118,A
USGS,8170500,6/5/2022 8:45,CDT,118,A
USGS,8170500,6/5/2022 9:00,CDT,117,A
USGS,8170500,6/5/2022 9:15,CDT,118,A
USGS,8170500,6/5/2022 9:30,CDT,118,A
USGS,8170500,6/5/2022 9:45,CDT,118,A
USGS,8170500,6/5/2022 10:00,CDT,118,A
USGS,8170500,6/5/2022 10:15,CDT,118,A
USGS,8170500,6/5/2022 10:30,CDT,119,A
USGS,8170500,6/5/2022 10:45,CDT,121,A
USGS,8170500,6/5/2022 11:00,CDT,120,A
USGS,8170500,6/5/2022 11:15,CDT,119,A
USGS,8170500,6/5/2022 11:30,CDT,120,A
USGS,8170500,6/5/2022 11:45,CDT,120,A
USGS,8170500,6/5/2022 12:00,CDT,121,A
USGS,8170500,6/5/2022 12:15,CDT,120,A
USGS,8170500,6/5/2022 12:30,CDT,120,A
USGS,8170500,6/5/2022 12:45,CDT,122,A
USGS,8170500,6/5/2022 13:00,CDT,121,A
USGS,8170500,6/5/2022 13:15,CDT,122,A
USGS,8170500,6/5/2022 13:30,CDT,123,A
USGS,8170500,6/5/2022 13:45,CDT,124,A
USGS,8170500,6/5/2022 14:00,CDT,121,A
USGS,8170500,6/5/2022 14:15,CDT,122,A
USGS,8170500,6/5/2022 14:30,CDT,123,A
USGS,8170500,6/5/2022 14:45,CDT,121,A
USGS,8170500,6/5/2022 15:00,CDT,123,A
USGS,8170500,6/5/2022 15:15,CDT,125,A
USGS,8170500,6/5/2022 15:30,CDT,124,A
USGS,8170500,6/5/2022 15:45,CDT,122,A
USGS,8170500,6/5/2022 16:00,CDT,124,A
USGS,8170500,6/5/2022 16:15,CDT,124,A
USGS,8170500,6/5/2022 16:30,CDT,125,A
USGS,8170500,6/5/2022 16:45,CDT,124,A
USGS,8170500,6/5/2022 17:00,CDT,124,A
USGS,8170500,6/5/2022 17:15,CDT,124,A
USGS,8170500,6/5/2022 17:30,CDT,123,A
USGS,8170500,6/5/2022 17:45,CDT,122,A
USGS,8170500,6/5/2022 18:00,CDT,122,A
USGS,8170500,6/5/2022 18:15,CDT,124,A
USGS,8170500,6/5/2022 18:30,CDT,122,A
USGS,8170500,6/5/2022 18:45,CDT,122,A
USGS,8170500,6/5/2022 19:00,CDT,122,A
USGS,8170500,6/5/2022 19:15,CDT,121,A
USGS,8170500,6/5/2022 19:30,CDT,121,A
USGS,8170500,6/5/2022 19:45,CDT,120,A
USGS,8170500,6/5/2022 20:00,CDT,119,A
USGS,8170500,6/5/2022 20:15,CDT,118,A
USGS,8170500,6/5/2022 20:30,CDT,117,A
USGS,8170500,6/5/2022 20:45,CDT,118,A
USGS,8170500,6/5/2022 21:00,CDT,116,A
USGS,8170500,6/5/2022 21:15,CDT,116,A
USGS,8170500,6/5/2022 21:30,CDT,115,A
USGS,8170500,6/5/2022 21:45,CDT,116,A
USGS,8170500,6/5/2022 22:00,CDT,116,A
USGS,8170500,6/5/2022 22:15,CDT,115,A
USGS,8170500,6/5/2022 22:30,CDT,115,A
USGS,8170500,6/5/2022 22:45,CDT,115,A
USGS,8170500,6/5/2022 23:00,CDT,115,A
USGS,8170500,6/5/2022 23:15,CDT,115,A
USGS,8170500,6/5/2022 23:30,CDT,115,A
USGS,8170500,6/5/2022 23:45,CDT,115,A
USGS,8170500,6/6/2022 0:00,CDT,116,A
USGS,8170500,6/6/2022 0:15,CDT,115,A
USGS,8170500,6/6/2022 0:30,CDT,115,A
USGS,8170500,6/6/2022 0:45,CDT,114,A
USGS,8170500,6/6/2022 1:00,CDT,115,A
USGS,8170500,6/6/2022 1:15,CDT,114,A
USGS,8170500,6/6/2022 1:30,CDT,115,A
USGS,8170500,6/6/2022 1:45,CDT,115,A
USGS,8170500,6/6/2022 2:00,CDT,114,A
USGS,8170500,6/6/2022 2:15,CDT,114,A
USGS,8170500,6/6/2022 2:30,CDT,114,A
USGS,8170500,6/6/2022 2:45,CDT,114,A
USGS,8170500,6/6/2022 3:00,CDT,113,A
USGS,8170500,6/6/2022 3:15,CDT,113,A
USGS,8170500,6/6/2022 3:30,CDT,113,A
USGS,8170500,6/6/2022 3:45,CDT,112,A
USGS,8170500,6/6/2022 4:00,CDT,112,A
USGS,8170500,6/6/2022 4:15,CDT,113,A
USGS,8170500,6/6/2022 4:30,CDT,113,A
USGS,8170500,6/6/2022 4:45,CDT,113,A
USGS,8170500,6/6/2022 5:00,CDT,113,A
USGS,8170500,6/6/2022 5:15,CDT,114,A
USGS,8170500,6/6/2022 5:30,CDT,114,A
USGS,8170500,6/6/2022 5:45,CDT,114,A
USGS,8170500,6/6/2022 6:00,CDT,114,A
USGS,8170500,6/6/2022 6:15,CDT,114,A
USGS,8170500,6/6/2022 6:30,CDT,114,A
USGS,8170500,6/6/2022 6:45,CDT,114,A
USGS,8170500,6/6/2022 7:00,CDT,114,A
USGS,8170500,6/6/2022 7:15,CDT,114,A
USGS,8170500,6/6/2022 7:30,CDT,114,A
USGS,8170500,6/6/2022 7:45,CDT,114,A
USGS,8170500,6/6/2022 8:00,CDT,114,A
USGS,8170500,6/6/2022 8:15,CDT,114,A
USGS,8170500,6/6/2022 8:30,CDT,114,A
USGS,8170500,6/6/2022 8:45,CDT,115,A
